Date,Infected
8/14/2020,489
8/15/2020,490
8/16/2020,490
8/17/2020,490
8/18/2020,492
8/19/2020,492
8/20/2020,494
8/21/2020,495
8/22/2020,495
8/23/2020,494
8/24/2020,495
8/25/2020,496
8/26/2020,496
8/27/2020,498
8/28/2020,498
8/29/2020,498
8/30/2020,498
8/31/2020,498
9/1/2020,498
9/2/2020,498
9/3/2020,512
9/4/2020,514
9/5/2020,517
9/6/2020,517
9/7/2020,517
9/8/2020,517
9/9/2020,518
9/10/2020,525
9/11/2020,524
9/12/2020,525
9/13/2020,526
9/14/2020,526
9/15/2020,527
9/16/2020,528
9/17/2020,530
9/18/2020,534
9/19/2020,533
9/20/2020,535
9/21/2020,535
9/22/2020,536
9/23/2020,536
9/24/2020,538
9/25/2020,545
9/26/2020,544
9/27/2020,544
9/28/2020,544
9/29/2020,545
9/30/2020,544
10/1/2020,545
10/2/2020,548
10/3/2020,548
10/4/2020,548
10/5/2020,548
10/6/2020,549
10/7/2020,554
10/8/2020,557
10/9/2020,563
10/10/2020,568
10/11/2020,568
10/12/2020,571
10/13/2020,572
10/14/2020,575
10/15/2020,577
10/16/2020,581
10/17/2020,589
10/18/2020,589
10/19/2020,590
10/20/2020,606
10/21/2020,606
10/22/2020,610
10/23/2020,611
10/24/2020,611
10/25/2020,613
10/26/2020,613
10/27/2020,616
10/28/2020,618
10/29/2020,620
10/30/2020,624
10/31/2020,627
11/1/2020,628
11/2/2020,628
11/3/2020,630
11/4/2020,633
11/5/2020,635
11/6/2020,636
11/7/2020,639
11/8/2020,646
11/9/2020,648
11/10/2020,657
11/11/2020,665
11/12/2020,666
11/13/2020,670
11/14/2020,676
11/15/2020,681
11/16/2020,684
11/17/2020,687
11/18/2020,707
11/19/2020,722
11/20/2020,740
11/21/2020,744
11/22/2020,750
11/23/2020,750
11/24/2020,755
11/25/2020,789
11/26/2020,788
11/27/2020,825
11/28/2020,828
11/29/2020,867
11/30/2020,867
12/1/2020,883
12/2/2020,902
12/3/2020,921
