Date,Infected
8/5/2020,3119
8/6/2020,3119
8/7/2020,3151
8/8/2020,3155
8/9/2020,3193
8/10/2020,3194
8/11/2020,3197
8/12/2020,3212
8/13/2020,3218
8/14/2020,3221
8/15/2020,3241
8/16/2020,3241
8/17/2020,3241
8/18/2020,3257
8/19/2020,3269
8/20/2020,3277
8/21/2020,3283
8/22/2020,3301
8/23/2020,3302
8/24/2020,3301
8/25/2020,3309
8/26/2020,3315
8/27/2020,3323
8/28/2020,3329
8/29/2020,3340
8/30/2020,3338
8/31/2020,3338
9/1/2020,3341
9/2/2020,3351
9/3/2020,3355
9/4/2020,3360
9/5/2020,3359
9/6/2020,3369
9/7/2020,3372
9/8/2020,3371
9/9/2020,3375
9/10/2020,3392
9/11/2020,3386
9/12/2020,3384
9/13/2020,3386
9/14/2020,3386
9/15/2020,3395
9/16/2020,3410
9/17/2020,3417
9/18/2020,3440
9/19/2020,3455
9/20/2020,3451
9/21/2020,3451
9/22/2020,3462
9/23/2020,3476
9/24/2020,3495
9/25/2020,3507
9/26/2020,3525
9/27/2020,3527
9/28/2020,3527
9/29/2020,3528
9/30/2020,3554
10/1/2020,3569
10/2/2020,3573
10/3/2020,3579
10/4/2020,3579
10/5/2020,3581
10/6/2020,3622
10/7/2020,3642
10/8/2020,3654
10/9/2020,3654
10/10/2020,3713
10/11/2020,3706
10/12/2020,3706
10/13/2020,3708
10/14/2020,3734
10/15/2020,3742
10/16/2020,3751
10/17/2020,3779
10/18/2020,3780
10/19/2020,3781
10/20/2020,3798
10/21/2020,3810
10/22/2020,3825
10/23/2020,3826
10/24/2020,3854
10/25/2020,3874
10/26/2020,3885
10/27/2020,3890
10/28/2020,3934
10/29/2020,3965
10/30/2020,3992
10/31/2020,4003
11/1/2020,4003
11/2/2020,4006
11/3/2020,4042
11/4/2020,4054
11/5/2020,4066
11/6/2020,4111
11/7/2020,4127
11/8/2020,4127
11/9/2020,4127
11/10/2020,4217
11/11/2020,4241
11/12/2020,4270
11/13/2020,4293
11/14/2020,4364
11/15/2020,4391
11/16/2020,4393
11/17/2020,4488
11/18/2020,4564
11/19/2020,4622
11/20/2020,4741
11/21/2020,4886
11/22/2020,4921
11/23/2020,4921
11/24/2020,5036
11/25/2020,5112
11/26/2020,5217
11/27/2020,5309
11/28/2020,5347
11/29/2020,5391
11/30/2020,5392
12/1/2020,5492
12/2/2020,5548
12/3/2020,5630
