Date,Infected
8/14/2020,57
8/15/2020,57
8/16/2020,57
8/17/2020,57
8/18/2020,57
8/19/2020,57
8/20/2020,57
8/21/2020,57
8/22/2020,57
8/23/2020,57
8/24/2020,58
8/25/2020,58
8/26/2020,58
8/27/2020,58
8/28/2020,58
8/29/2020,58
8/30/2020,58
8/31/2020,58
9/1/2020,58
9/2/2020,58
9/3/2020,58
9/4/2020,58
9/5/2020,58
9/6/2020,59
9/7/2020,59
9/8/2020,59
9/9/2020,58
9/10/2020,58
9/11/2020,58
9/12/2020,59
9/13/2020,58
9/14/2020,58
9/15/2020,58
9/16/2020,58
9/17/2020,58
9/18/2020,58
9/19/2020,58
9/20/2020,58
9/21/2020,58
9/22/2020,58
9/23/2020,59
9/24/2020,59
9/25/2020,59
9/26/2020,59
9/27/2020,59
9/28/2020,59
9/29/2020,59
9/30/2020,59
10/1/2020,59
10/2/2020,59
10/3/2020,59
10/4/2020,60
10/5/2020,60
10/6/2020,60
10/7/2020,60
10/8/2020,60
10/9/2020,62
10/10/2020,62
10/11/2020,62
10/12/2020,62
10/13/2020,64
10/14/2020,66
10/15/2020,70
10/16/2020,68
10/17/2020,72
10/18/2020,72
10/19/2020,71
10/20/2020,82
10/21/2020,82
10/22/2020,84
10/23/2020,100
10/24/2020,100
10/25/2020,102
10/26/2020,102
10/27/2020,103
10/28/2020,101
10/29/2020,101
10/30/2020,101
10/31/2020,102
11/1/2020,104
11/2/2020,104
11/3/2020,104
11/4/2020,106
11/5/2020,106
11/6/2020,107
11/7/2020,109
11/8/2020,116
11/9/2020,116
11/10/2020,117
11/11/2020,120
11/12/2020,122
11/13/2020,127
11/14/2020,128
11/15/2020,129
11/16/2020,129
11/17/2020,132
11/18/2020,142
11/19/2020,146
11/20/2020,154
11/21/2020,171
11/22/2020,174
11/23/2020,181
11/24/2020,187
11/25/2020,194
11/26/2020,208
11/27/2020,215
11/28/2020,218
11/29/2020,224
11/30/2020,228
12/1/2020,239
12/2/2020,248
12/3/2020,265
